Designator,Device,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,SMD,Comment
"BC39"	,"CL03A104KO3NNNC"	,"C0201"	,"64.513mm"	,"56.9mm"	,"64.513mm"	,"56.9mm"	,"64.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC40"	,"CL03A104KO3NNNC"	,"C0201"	,"73.013mm"	,"56.9mm"	,"73.013mm"	,"56.9mm"	,"73.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC41"	,"CL03A104KO3NNNC"	,"C0201"	,"81.513mm"	,"56.9mm"	,"81.513mm"	,"56.9mm"	,"81.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC42"	,"CL03A104KO3NNNC"	,"C0201"	,"90.013mm"	,"56.9mm"	,"90.013mm"	,"56.9mm"	,"90.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC43"	,"CL03A104KO3NNNC"	,"C0201"	,"98.513mm"	,"56.9mm"	,"98.513mm"	,"56.9mm"	,"98.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC44"	,"CL03A104KO3NNNC"	,"C0201"	,"107.013mm"	,"56.9mm"	,"107.013mm"	,"56.9mm"	,"107.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC45"	,"CL03A104KO3NNNC"	,"C0201"	,"115.513mm"	,"56.9mm"	,"115.513mm"	,"56.9mm"	,"115.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC46"	,"CL03A104KO3NNNC"	,"C0201"	,"124.013mm"	,"56.9mm"	,"124.013mm"	,"56.9mm"	,"124.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC47"	,"CL03A104KO3NNNC"	,"C0201"	,"132.513mm"	,"56.9mm"	,"132.513mm"	,"56.9mm"	,"132.787mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC48"	,"CL03A104KO3NNNC"	,"C0201"	,"141.013mm"	,"56.9mm"	,"141.013mm"	,"56.9mm"	,"141.287mm"	,"56.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"NEO64"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"136.763mm"	,"49.5mm"	,"136.763mm"	,"49.5mm"	,"139.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO63"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"128.2mm"	,"49.5mm"	,"128.2mm"	,"49.5mm"	,"130.6mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO62"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"119.763mm"	,"49.5mm"	,"119.763mm"	,"49.5mm"	,"122.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO61"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"111.263mm"	,"49.5mm"	,"111.263mm"	,"49.5mm"	,"113.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO60"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"102.763mm"	,"49.5mm"	,"102.763mm"	,"49.5mm"	,"105.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO59"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"94.263mm"	,"49.5mm"	,"94.263mm"	,"49.5mm"	,"96.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO58"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"85.763mm"	,"49.5mm"	,"85.763mm"	,"49.5mm"	,"88.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO57"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"77.263mm"	,"49.5mm"	,"77.263mm"	,"49.5mm"	,"79.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO56"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"68.763mm"	,"49.5mm"	,"68.763mm"	,"49.5mm"	,"71.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO55"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"60.263mm"	,"49.5mm"	,"60.263mm"	,"49.5mm"	,"62.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO54"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"51.763mm"	,"49.5mm"	,"51.763mm"	,"49.5mm"	,"54.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO53"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"43.263mm"	,"49.5mm"	,"43.263mm"	,"49.5mm"	,"45.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO52"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"34.763mm"	,"49.5mm"	,"34.763mm"	,"49.5mm"	,"37.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO51"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"26.263mm"	,"49.5mm"	,"26.263mm"	,"49.5mm"	,"28.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO50"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"17.763mm"	,"49.5mm"	,"17.763mm"	,"49.5mm"	,"20.163mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO49"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"9.263mm"	,"49.5mm"	,"9.263mm"	,"49.5mm"	,"11.663mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"BC49"	,"CL03A104KO3NNNC"	,"C0201"	,"13.513mm"	,"47.9mm"	,"13.513mm"	,"47.9mm"	,"13.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC50"	,"CL03A104KO3NNNC"	,"C0201"	,"22.013mm"	,"47.9mm"	,"22.013mm"	,"47.9mm"	,"22.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC51"	,"CL03A104KO3NNNC"	,"C0201"	,"30.513mm"	,"47.9mm"	,"30.513mm"	,"47.9mm"	,"30.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC52"	,"CL03A104KO3NNNC"	,"C0201"	,"39.013mm"	,"47.9mm"	,"39.013mm"	,"47.9mm"	,"39.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC53"	,"CL03A104KO3NNNC"	,"C0201"	,"47.513mm"	,"47.9mm"	,"47.513mm"	,"47.9mm"	,"47.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC54"	,"CL03A104KO3NNNC"	,"C0201"	,"56.013mm"	,"47.9mm"	,"56.013mm"	,"47.9mm"	,"56.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC55"	,"CL03A104KO3NNNC"	,"C0201"	,"64.513mm"	,"47.9mm"	,"64.513mm"	,"47.9mm"	,"64.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC56"	,"CL03A104KO3NNNC"	,"C0201"	,"73.013mm"	,"47.9mm"	,"73.013mm"	,"47.9mm"	,"73.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC57"	,"CL03A104KO3NNNC"	,"C0201"	,"81.513mm"	,"47.9mm"	,"81.513mm"	,"47.9mm"	,"81.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC58"	,"CL03A104KO3NNNC"	,"C0201"	,"90.013mm"	,"47.9mm"	,"90.013mm"	,"47.9mm"	,"90.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC59"	,"CL03A104KO3NNNC"	,"C0201"	,"98.513mm"	,"47.9mm"	,"98.513mm"	,"47.9mm"	,"98.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC60"	,"CL03A104KO3NNNC"	,"C0201"	,"107.013mm"	,"47.9mm"	,"107.013mm"	,"47.9mm"	,"107.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC61"	,"CL03A104KO3NNNC"	,"C0201"	,"115.513mm"	,"47.9mm"	,"115.513mm"	,"47.9mm"	,"115.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC62"	,"CL03A104KO3NNNC"	,"C0201"	,"124.013mm"	,"47.9mm"	,"124.013mm"	,"47.9mm"	,"124.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC63"	,"CL03A104KO3NNNC"	,"C0201"	,"132.513mm"	,"47.9mm"	,"132.513mm"	,"47.9mm"	,"132.787mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC64"	,"CL03A104KO3NNNC"	,"C0201"	,"141.013mm"	,"47.9mm"	,"141.013mm"	,"47.9mm"	,"141.287mm"	,"47.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"NEO65"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"9.263mm"	,"40.5mm"	,"9.263mm"	,"40.5mm"	,"11.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO66"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"17.763mm"	,"40.5mm"	,"17.763mm"	,"40.5mm"	,"20.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO67"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"26.263mm"	,"40.5mm"	,"26.263mm"	,"40.5mm"	,"28.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO68"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"34.763mm"	,"40.5mm"	,"34.763mm"	,"40.5mm"	,"37.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO69"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"43.263mm"	,"40.5mm"	,"43.263mm"	,"40.5mm"	,"45.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO70"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"51.763mm"	,"40.5mm"	,"51.763mm"	,"40.5mm"	,"54.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO71"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"60.263mm"	,"40.5mm"	,"60.263mm"	,"40.5mm"	,"62.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO72"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"68.763mm"	,"40.5mm"	,"68.763mm"	,"40.5mm"	,"71.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO73"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"77.263mm"	,"40.5mm"	,"77.263mm"	,"40.5mm"	,"79.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO74"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"85.763mm"	,"40.5mm"	,"85.763mm"	,"40.5mm"	,"88.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO75"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"94.263mm"	,"40.5mm"	,"94.263mm"	,"40.5mm"	,"96.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO76"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"102.763mm"	,"40.5mm"	,"102.763mm"	,"40.5mm"	,"105.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO77"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"111.263mm"	,"40.5mm"	,"111.263mm"	,"40.5mm"	,"113.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO78"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"119.763mm"	,"40.5mm"	,"119.763mm"	,"40.5mm"	,"122.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO79"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"128.263mm"	,"40.5mm"	,"128.263mm"	,"40.5mm"	,"130.663mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO80"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"136.763mm"	,"40.5mm"	,"136.763mm"	,"40.5mm"	,"139.163mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"BC65"	,"CL03A104KO3NNNC"	,"C0201"	,"13.513mm"	,"38.9mm"	,"13.513mm"	,"38.9mm"	,"13.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC66"	,"CL03A104KO3NNNC"	,"C0201"	,"22.013mm"	,"38.9mm"	,"22.013mm"	,"38.9mm"	,"22.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC67"	,"CL03A104KO3NNNC"	,"C0201"	,"30.513mm"	,"38.9mm"	,"30.513mm"	,"38.9mm"	,"30.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC68"	,"CL03A104KO3NNNC"	,"C0201"	,"39.013mm"	,"38.9mm"	,"39.013mm"	,"38.9mm"	,"39.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC69"	,"CL03A104KO3NNNC"	,"C0201"	,"47.513mm"	,"38.9mm"	,"47.513mm"	,"38.9mm"	,"47.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC70"	,"CL03A104KO3NNNC"	,"C0201"	,"56.013mm"	,"38.9mm"	,"56.013mm"	,"38.9mm"	,"56.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC71"	,"CL03A104KO3NNNC"	,"C0201"	,"64.513mm"	,"38.9mm"	,"64.513mm"	,"38.9mm"	,"64.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC72"	,"CL03A104KO3NNNC"	,"C0201"	,"73.013mm"	,"38.9mm"	,"73.013mm"	,"38.9mm"	,"73.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC73"	,"CL03A104KO3NNNC"	,"C0201"	,"81.513mm"	,"38.9mm"	,"81.513mm"	,"38.9mm"	,"81.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC74"	,"CL03A104KO3NNNC"	,"C0201"	,"90.013mm"	,"38.9mm"	,"90.013mm"	,"38.9mm"	,"90.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC75"	,"CL03A104KO3NNNC"	,"C0201"	,"98.513mm"	,"38.9mm"	,"98.513mm"	,"38.9mm"	,"98.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC76"	,"CL03A104KO3NNNC"	,"C0201"	,"107.013mm"	,"38.9mm"	,"107.013mm"	,"38.9mm"	,"107.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC77"	,"CL03A104KO3NNNC"	,"C0201"	,"115.513mm"	,"38.9mm"	,"115.513mm"	,"38.9mm"	,"115.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC78"	,"CL03A104KO3NNNC"	,"C0201"	,"124.013mm"	,"38.9mm"	,"124.013mm"	,"38.9mm"	,"124.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC79"	,"CL03A104KO3NNNC"	,"C0201"	,"132.513mm"	,"38.9mm"	,"132.513mm"	,"38.9mm"	,"132.787mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"BC80"	,"CL03A104KO3NNNC"	,"C0201"	,"141.013mm"	,"38.9mm"	,"141.013mm"	,"38.9mm"	,"141.287mm"	,"38.9mm"	,"T"	,"180"	,"Yes"	,"100nF"	,
"NEO81"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"9.263mm"	,"31.5mm"	,"9.263mm"	,"31.5mm"	,"11.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO82"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"17.763mm"	,"31.5mm"	,"17.763mm"	,"31.5mm"	,"20.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO83"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"26.263mm"	,"31.5mm"	,"26.263mm"	,"31.5mm"	,"28.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO84"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"34.763mm"	,"31.5mm"	,"34.763mm"	,"31.5mm"	,"37.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO85"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"43.263mm"	,"31.5mm"	,"43.263mm"	,"31.5mm"	,"45.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO86"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"51.763mm"	,"31.5mm"	,"51.763mm"	,"31.5mm"	,"54.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO87"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"60.263mm"	,"31.5mm"	,"60.263mm"	,"31.5mm"	,"62.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO88"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"68.763mm"	,"31.5mm"	,"68.763mm"	,"31.5mm"	,"71.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO89"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"77.263mm"	,"31.5mm"	,"77.263mm"	,"31.5mm"	,"79.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO90"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"85.763mm"	,"31.5mm"	,"85.763mm"	,"31.5mm"	,"88.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO91"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"94.263mm"	,"31.5mm"	,"94.263mm"	,"31.5mm"	,"96.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO92"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"102.763mm"	,"31.5mm"	,"102.763mm"	,"31.5mm"	,"105.163mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
"NEO93"	,"WS2815E"	,"LED-SMD_6P-L5.0-W5.0-TL"	,"111.263mm"	,"31.5mm"	,"111.263mm"	,"31.5mm"	,"113.663mm"	,"29.9mm"	,"T"	,"180"	,"Yes"	,"WS2815E"	,
